,0,1,2,3,4,5,6
5543,NP_002180,Q13261,2ERS,NP_000869,P14784,1ILM,1
5544,NP_004447,Q15910,2C6V,NP_006214,Q9Y237,1EQ3,1
5545,NP_001340,P14868,4J15,NP_006294,Q13155,4DPG,1
5546,NP_001306,Q16539,1A9U,NP_663304,O43318,2EVA,1
5547,NP_004703,O14964,2D3G,NP_663304,O43318,2EVA,1
5548,NP_036611,P61981,2B05,NP_000909,P07237,1BJX,1
5549,NP_006051,Q13422,6H0F,NP_005861,O00422,2HDE,1
5550,NP_002183,P08476,1NYS,NP_001607,P27037,3Q4T,1
5551,NP_001015053,Q9UQL6,5UWI,NP_002040,P15976,6G0Q,1
5552,NP_001885,P49674,4HNI,NP_004413,O14641,2REY,1
5553,NP_001460,P12956,1JEQ,NP_036382,P62070,2ERY,1
5554,NP_002680,Q14181,2KEB,NP_115580,Q9H1I8,2DI0,1
5555,NP_036428,Q9UQC2,2VWF,NP_005198,P46109,2BZX,1
5556,NP_004957,P52597,2HGL,NP_005511,P31943,2LXU,1
5557,NP_536859,P29350,1FPR,NP_001762,P20273,5VKJ,1
5558,NP_001518,Q92769,3MAX,NP_009225,P38398,1JM7,1
5559,NP_002755,P60891,2H06,NP_056345,Q9H8Y8,3RLE,1
5560,NP_006207,P07093,4DY0,NP_001837,P08572,1LI1,1
5561,NP_037428,P81274,3SF4,NP_002061,P04899,6D9H,1
5562,NP_003361,P50552,1EGX,NP_003937,O60936,4UZ0,1
5563,NP_002201,P06756,1JV2,NP_000651,P01137,1KLA,1
5564,NP_001245,Q99741,2CCH,NP_002709,Q06190,4I5J,1
5565,NP_004837,O60573,2JGB,NP_062817,Q9NRA8,5ANR,1
5566,NP_858045,Q9Y6Q9,1KBH,NP_005216,Q01094,1H24,1
5567,NP_005234,Q01844,2CPE,NP_001008712,Q93062,1BNY,1
5568,NP_006275,Q12962,2F69,NP_005633,Q15545,4RGW,1
5569,NP_002780,P25789,4R3O,NP_002781,P28066,4R3O,1
5570,NP_006256,O60216,4PJU,NP_001036214,Q8N3U4,4PJU,1
5571,NP_542416,Q12923,1D5G,NP_000630,P48023,1BZI,1
5572,NP_003734,Q15788,1FM6,NP_001428,Q92731,1L2J,1
5573,NP_663719,O95819,4OBO,NP_066361,P10114,1KAO,1
5574,NP_006144,P16333,2CI8,NP_006261,P10301,2FN4,1
5575,NP_066189,O14492,1Q2H,NP_002341,P07948,1W1F,1
5576,NP_003730,P42330,1RY0,NP_055792,Q9UKV3,6G6S,1
5577,NP_000612,P28223,6A93,NP_002056,P15104,2OJW,1
5578,NP_683720,P28062,5L5A,NP_000535,Q03519,5U1D,1
5579,NP_001886,P68400,1JWH,NP_003874,O15379,4A69,1
5580,NP_036427,Q9Y6J0,1N6J,NP_000935,Q08209,1AUI,1
5581,NP_891549,Q8IUC6,2M1X,NP_001562,Q14653,1J2F,1
5582,NP_694939,Q6ZN18,5WAI,NP_003788,O75530,3IIW,1
5583,NP_004508,Q13418,2KBX,NP_000203,P05106,1JV2,1
5584,NP_000474,P02655,1BY6,NP_000228,P06858,6E7K,1
5585,NP_005058,O43255,5H9M,NP_005206,P43146,2ED7,1
5586,NP_001620,P20292,2Q7M,NP_000689,P09917,2ABV,1
5587,NP_003336,P63279,1A3S,NP_036233,Q14134,2CSV,1
5588,NP_002018,P49354,1JCQ,NP_002044,P32455,1DG3,1
5589,NP_003842,O75629,1XHN,NP_002886,P28749,1H28,1
5590,NP_001527,Q99873,6NT2,NP_008830,O43837,6KDE,1
5591,NP_000050,P51587,1N0W,NP_001229,P24864,1W98,1
5592,NP_002413,P08254,1B3D,NP_005614,P80075,1ESR,1
5593,NP_001447,P21333,2AAV,NP_000787,P35462,3PBL,1
5594,NP_006701,Q99627,4D10,NP_057403,Q9UBW8,4D10,1
5595,NP_002875,P62834,1C1Y,NP_002871,P04049,1C1Y,1
5596,NP_003286,P13693,1YZ1,NP_068779,Q07820,2KBW,1
5597,NP_000035,P10275,1E3G,NP_003875,Q92831,1CM0,1
5598,NP_002924,P07998,1DZA,NP_002930,P13489,1A4Y,1
5599,NP_002737,P27361,2ZOQ,NP_644805,P40763,5AX3,1
5600,NP_874369,Q92993,2EKO,NP_004588,P62316,1B34,1
5601,NP_000323,P54253,1OA8,NP_005701,O60828,4BWQ,1
5602,NP_003119,Q01082,1AA2,NP_060649,Q6VMQ6,2RPQ,1
5603,NP_003241,P10827,1NAV,NP_006303,Q9Y618,1KKQ,1
5604,NP_002183,P08476,1NYS,NP_037541,P19883,2B0U,1
5605,NP_000323,P54253,1OA8,NP_058634,O95967,2KL7,1
5606,NP_361014,Q969H0,2OVP,NP_003583,Q13616,1LDJ,1
5607,NP_004371,Q92793,1JSP,NP_005246,O14976,4C57,1
5608,NP_005219,P00533,1DNQ,NP_002954,P31151,1PSR,1
5609,NP_000360,P16473,1XUM,NP_536350,P63092,5G53,1
5610,NP_000497,P00734,1A2C,NP_003680,O43488,2BP1,1
5611,NP_005154,P31749,1H10,NP_003759,Q15121,4IZ5,1
5612,NP_000917,P06401,1A28,NP_001070819,Q86U06,2CQ4,1
5613,NP_003064,Q12824,5AJ1,NP_000312,P06400,1AD6,1
5614,NP_000558,P02741,1B09,NP_001630,P02743,1GYK,1
5615,NP_000052,Q06187,1AWW,NP_003835,O00220,5CIR,1
5616,NP_038202,Q15080,1H6H,NP_002435,P26038,1E5W,1
5617,NP_001867,P50416,2LE3,NP_000624,P10415,1G5M,1
5618,NP_006171,Q16620,1HCF,NP_066189,O14492,1Q2H,1
5619,NP_003922,Q92558,3P8C,NP_002028,P06241,1A0N,1
5620,NP_002950,Q99523,3F6K,NP_002328,P30533,1LRE,1
5621,NP_004963,O60674,2B7A,NP_009225,P38398,1JM7,1
5622,NP_008870,Q07890,6EIE,NP_002651,P19174,1HSQ,1
5623,NP_003757,Q14457,2P1L,NP_612815,Q07817,1BXL,1
5624,NP_000203,P05106,1JV2,NP_002499,P14543,1NDX,1
5625,NP_001035147,P10451,3CXD,NP_005442,Q9NR12,2Q3G,1
5626,NP_115607,Q9H5X1,2M5H,NP_004795,O76071,3FM0,1
5627,NP_004963,O60674,2B7A,NP_005219,P00533,1DNQ,1
5628,NP_938150,O15503,4J81,NP_000850,P04035,1DQ8,1
5629,NP_037379,O43464,1LCY,NP_063940,Q9NR28,1FEW,1
5630,NP_004043,Q12983,2J5D,NP_612815,Q07817,1BXL,1
5631,NP_001895,P35222,1G3J,NP_065971,Q9HCK8,2CKA,1
5632,NP_036366,Q8N488,3IXS,NP_003815,Q13158,1A1W,1
5633,NP_056109,O94972,3LRQ,NP_665802,Q9Y4K3,1LB4,1
5634,NP_000197,P31785,1ILL,NP_000580,P05112,1BBN,1
5635,NP_004422,P29317,1MQB,NP_002825,Q06124,2SHP,1
5636,NP_068814,P54652,3I33,NP_976226,Q99759,2C60,1
5637,NP_001286,P32246,1Y5D,NP_002976,P13501,1B3A,1
5638,NP_000066,P11802,1LD2,NP_002904,P35251,2EBU,1
5639,NP_004632,P55197,5DAG,NP_115871,Q8TEK3,1NW3,1
5640,NP_004350,P49427,2OB4,NP_003583,Q13616,1LDJ,1
5641,NP_000133,P22607,1RY7,NP_000791,P05230,1AXM,1
5642,NP_005419,P15498,2CRH,NP_001460,P12956,1JEQ,1
5643,NP_002696,O60437,4Q28,NP_005154,P31749,1H10,1
5644,NP_006104,Q9UKW4,2D86,NP_061485,P63000,1E96,1
5645,NP_006531,Q15596,1GWQ,NP_001751,P30281,3G33,1
5646,NP_001409,P78344,3D3M,NP_001959,P06730,1IPB,1
5647,NP_000570,P51681,1ND8,NP_004032,P49407,2IV8,1
5648,NP_006654,Q8WUF5,2VGE,NP_612482,P08047,1SP1,1
5649,NP_004984,P54252,1YZB,NP_150634,P29466,1BMQ,1
5650,NP_002721,P17612,2GU8,NP_002658,P26678,1K9N,1
5651,NP_001886,P68400,1JWH,NP_005522,Q16666,2OQ0,1
5652,NP_203124,P55210,1F1J,NP_001156,Q13489,2UVL,1
5653,NP_004706,Q9Y5B0,1J2X,NP_006747,P23193,1TFI,1
5654,NP_055448,Q6PD62,5ZYQ,NP_054860,Q9UHC6,5Y4M,1
5655,NP_004776,Q15599,2D11,NP_002721,P17612,2GU8,1
5656,NP_036611,P61981,2B05,NP_003381,P30291,1X8B,1
5657,NP_006588,P11142,3AGY,NP_003737,P63167,1CMI,1
5658,NP_003237,P07996,1LSL,NP_000079,P02452,1Q7D,1
5659,NP_005234,Q01844,2CPE,NP_006187,Q15365,1WVN,1
5660,NP_056292,Q96ST3,1PO4,NP_003027,P12755,1MR1,1
5661,NP_203124,P55210,1F1J,NP_116764,P42575,1PYO,1
5662,NP_000359,Q92574,4Z6Y,NP_114172,P14635,2B9R,1
5663,NP_001441,Q14192,1X4K,NP_596869,Q8WZ42,1BPV,1
5664,NP_006120,P13497,3EDG,NP_000384,P05997,1A9A,1
5665,NP_001076047,O43251,2CQ3,NP_000116,P03372,1A52,1
5666,NP_005224,P29320,2GSF,NP_001101,O14672,1M1I,1
5667,NP_065162,Q9HCE7,2LAZ,NP_003324,P62987,2LJ5,1
5668,NP_006278,P10646,1ADZ,NP_002414,P09237,1MMP,1
5669,NP_001094,P35609,1H8B,NP_573441,Q8TE68,2K2M,1
5670,NP_001076047,O43251,2CQ3,NP_001428,Q92731,1L2J,1
5671,NP_000164,P07359,1GWB,NP_000165,P14770,3REZ,1
5672,NP_005312,P10412,3TZD,NP_036249,P45973,3FDT,1
5673,NP_006223,P52434,2F3I,NP_002687,P62487,2C35,1
5674,NP_002728,P17252,2ELI,NP_006860,O75689,3FEH,1
5675,NP_003799,O75888,4ZCH,NP_001183,Q02223,1OQD,1
5676,NP_000323,P54253,1OA8,NP_055576,P53990,3FRR,1
5677,NP_001036189,Q92692,3R0N,NP_006557,Q15762,6ISB,1
5678,NP_061485,P63000,1E96,NP_002731,P41743,1VD2,1
5679,NP_055259,Q9UGJ1,3RIP,NP_001061,P23258,1Z5V,1
5680,NP_001921,P49366,1DHS,NP_000652,P32969,2CQL,1
5681,NP_000544,Q14191,2AXL,NP_000537,P04637,1A1U,1
5682,NP_002101,P08631,1AD5,NP_005419,P15498,2CRH,1
5683,NP_002806,O00231,5GJQ,NP_006824,Q7L5N1,4D10,1
5684,NP_061155,Q9NQW6,2Y7B,NP_001779,Q16181,2QAG,1
5685,NP_001012338,Q16288,1WWC,NP_002498,P08138,2N80,1
5686,NP_000035,P10275,1E3G,NP_001527,Q99873,6NT2,1
5687,NP_002728,P17252,2ELI,NP_005219,P00533,1DNQ,1
5688,NP_073577,Q9H2X6,6P5S,NP_001595,P26367,2CUE,1
5689,NP_001609,P09874,1UK0,NP_039269,P49916,1IMO,1
5690,NP_005624,Q07889,1AWE,NP_004439,P04626,1MFG,1
5691,NP_001780,P30304,1C25,NP_003395,P31946,2BQ0,1
5692,NP_000537,P04637,1A1U,NP_001005735,O96017,1GXC,1
5693,NP_002183,P08476,1NYS,NP_001096,Q04771,3H9R,1
5694,NP_892113,P29353,1MIL,NP_000893,P08473,1DL9,1
5695,NP_001073594,Q14790,1F9E,NP_000475,P05067,1AAP,1
5696,NP_002831,P10586,1LAR,NP_002221,P14923,3IFQ,1
5697,NP_002028,P06241,1A0N,NP_005477,O75674,3RRU,1
5698,NP_002936,P27694,1EWI,NP_002583,P12004,1AXC,1
5699,NP_003128,Q96SB4,1WAK,NP_036611,P61981,2B05,1
5700,NP_001005735,O96017,1GXC,NP_002429,P22897,1EGG,1
5701,NP_006181,Q13416,5C8H,NP_002936,P27694,1EWI,1
5702,NP_004250,O94762,4BK0,NP_004609,Q13472,4CGY,1
5703,NP_000136,P23945,1XUN,NP_066289,P0CG48,1C3T,1
5704,NP_003137,Q08945,4IFS,NP_036465,Q99417,2YY0,1
5705,NP_005906,Q14566,2KLQ,NP_006181,Q13416,5C8H,1
5706,NP_003630,Q9Y6K9,2JVX,NP_001157,Q13490,1QBH,1
5707,NP_055136,Q9Y5N6,3M03,NP_862820,Q9UBD5,5UJ8,1
5708,NP_006779,Q15311,2KWH,NP_061485,P63000,1E96,1
5709,NP_062565,Q8TEW0,2KOM,NP_001782,P60953,1A4R,1
5710,NP_055245,Q9UHD4,1D4B,NP_004393,O76075,1IBX,1
5711,NP_663719,O95819,4OBO,NP_001372,Q99704,2V76,1
5712,NP_003891,Q13501,1Q02,NP_009216,P60520,4CO7,1
5713,NP_036248,Q9ULV8,3OP0,NP_002341,P07948,1W1F,1
5714,NP_001029027,Q96SD1,3W1B,NP_009225,P38398,1JM7,1
5715,NP_002728,P17252,2ELI,NP_004399,Q05193,1DYN,1
5716,NP_008896,P17028,1X6E,NP_006824,Q7L5N1,4D10,1
5717,NP_001096,Q04771,3H9R,NP_653194,Q8TAI7,3OES,1
5718,NP_067078,Q9HAT8,3EGA,NP_002459,Q99836,2JS7,1
5719,NP_000441,P16581,1ESL,NP_001094,P35609,1H8B,1
5720,NP_057250,O75925,1V66,NP_055696,Q6PJP8,4B87,1
5721,NP_066961,Q12933,1CA4,NP_001241,P25942,1CDF,1
5722,NP_000042,Q13315,5NP0,NP_066964,P13010,1JEQ,1
5723,NP_006302,O75376,2EQR,NP_004983,P51608,1QK9,1
5724,NP_874369,Q92993,2EKO,NP_000035,P10275,1E3G,1
5725,NP_004765,Q15648,1RJK,NP_009052,P55055,1P8D,1
5726,NP_001355,Q15700,2BYG,NP_005226,Q15303,2AHX,1
5727,NP_997647,P02751,1E88,NP_000120,P00488,1EVU,1
5728,NP_002613,O60925,6NR8,NP_006521,O95619,5VNA,1
5729,NP_000553,P07357,2QOS,NP_001728,P02748,5FMW,1
5730,NP_066943,Q92796,1UM7,NP_000825,Q13224,1S11,1
5731,NP_001341,Q9UER7,2KQS,NP_000537,P04637,1A1U,1
5732,NP_004955,Q13547,1TYI,NP_002625,P35232,1LU7,1
5733,NP_001211,Q13554,3BHH,NP_000923,Q01970,3OHM,1
5734,NP_006600,Q9Y2U5,2CU1,NP_005914,Q99683,2CLQ,1
5735,NP_036460,Q9UBS3,2CTR,NP_060809,Q969G6,1NB0,1
5736,NP_036429,Q9UN86,5DRV,NP_003989,P19838,1MDI,1
5737,NP_002825,Q06124,2SHP,NP_002520,P04629,1HE7,1
5738,NP_996845,P55345,1X2P,NP_000116,P03372,1A52,1
5739,NP_002728,P17252,2ELI,NP_002403,P16455,1EH6,1
5740,NP_006697,O14776,2DK7,NP_036564,Q15047,3DLM,1
5741,NP_068810,Q04206,1NFI,NP_002749,P52564,2Y8O,1
5742,NP_003633,O14929,2P0W,NP_005895,O15105,2DJY,1
5743,NP_001194,O00238,3MDY,NP_006316,P62826,1I2M,1
5744,NP_001017963,P07900,1BYQ,NP_037386,Q9UHD2,4EFO,1
5745,NP_006696,O95257,2WAL,NP_002583,P12004,1AXC,1
5746,NP_006828,Q92905,4D10,NP_005350,Q13485,1DD1,1
5747,NP_002558,P30086,1BD9,NP_002746,Q02750,1S9J,1
5748,NP_002037,P04406,1U8F,NP_055439,P06703,1K8U,1
5749,NP_005219,P00533,1DNQ,NP_001610,P25098,1BAK,1
5750,NP_620637,P45983,1UKH,NP_005517,Q00613,2LDU,1
5751,NP_001447,P21333,2AAV,NP_000786,P14416,1I15,1
5752,NP_005067,Q02246,2OM5,NP_006157,P25208,1N1J,1
5753,NP_003706,O60763,2W3C,NP_004337,P42574,1CP3,1
5754,NP_005391,Q02156,2WH0,NP_002871,P04049,1C1Y,1
5755,NP_002218,P23458,3EYG,NP_000409,P24394,1IAR,1
5756,NP_061947,Q9NR61,5MVX,NP_060087,P46531,1PB5,1
5757,NP_001203,Q07021,1P32,NP_006245,Q05655,1YRK,1
5758,NP_877421,P41271,4X1J,NP_004630,P46379,1WX9,1
5759,NP_004630,P46379,1WX9,NP_001420,Q09472,1L3E,1
5760,NP_005223,P21709,2K1K,NP_073576,Q9HAU4,1ZVD,1
5761,NP_002244,P35968,1VR2,NP_001895,P35222,1G3J,1
5762,NP_001014809,Q14194,4B3Z,NP_005397,Q13464,1S1C,1
5763,NP_000164,P07359,1GWB,NP_000497,P00734,1A2C,1
5764,NP_005068,Q04724,1GXR,NP_001777,P06493,1LC9,1
5765,NP_004078,Q12959,1PDR,NP_036325,Q9ULV1,5BPB,1
5766,NP_005304,P30101,2ALB,NP_000584,Q03518,1JJ7,1
5767,NP_858058,O15294,1W3B,NP_058519,P10636,1I8H,1
5768,NP_005892,Q15796,1DEV,NP_612482,P08047,1SP1,1
5769,NP_085151,Q8WTS6,1H3I,NP_005633,Q15545,4RGW,1
5770,NP_003932,O00401,2FF3,NP_005013,P07737,1AWI,1
5771,NP_001886,P68400,1JWH,NP_060281,Q712K3,6NYO,1
5772,NP_001265,O14757,1IA8,NP_003583,Q13616,1LDJ,1
5773,NP_001175,Q13535,5YZ0,NP_002010,P17948,1FLT,1
5774,NP_003461,Q93009,1NB8,NP_000323,P54253,1OA8,1
5775,NP_008819,P0DP23,1AJI,NP_006624,Q13576,3IEZ,1
5776,NP_005234,Q01844,2CPE,NP_003468,O00330,1ZY8,1
5777,NP_378663,Q9Y297,1P22,NP_068810,Q04206,1NFI,1
5778,NP_203124,P55210,1F1J,NP_058519,P10636,1I8H,1
5779,NP_066950,Q13794,3MQP,NP_005997,Q05516,1BUO,1
5780,NP_004371,Q92793,1JSP,NP_001269,O15111,3BRT,1
5781,NP_057671,Q13185,2L11,NP_005753,Q13263,1FP0,1
5782,NP_060145,Q9BYE9,5CZR,NP_055927,Q6P0Q8,2KQF,1
5783,NP_055884,Q2M1K9,2MDG,NP_001609,P09874,1UK0,1
5784,NP_003939,Q92772,4AAA,NP_005179,P22681,1B47,1
5785,NP_001020018,P37173,1KTZ,NP_000601,P16070,1POZ,1
5786,NP_008998,O95251,5GK9,NP_065855,Q9BY11,3HAH,1
5787,NP_852664,P27986,1A0N,NP_005535,P35568,1IRS,1
5788,NP_002061,P04899,6D9H,NP_000672,P08913,1HLL,1
5789,NP_000202,P05107,1JX3,NP_002153,P32942,1T0P,1
5790,NP_003152,P23443,3A60,NP_002736,P28482,1PME,1
5791,NP_004571,P51159,6HUF,NP_055804,Q86UR5,2CSS,1
5792,NP_765975,O95644,1A66,NP_000936,P63098,1AUI,1
5793,NP_542416,Q12923,1D5G,NP_004084,P52799,2HLE,1
5794,NP_000349,Q15582,1X3B,NP_001837,P08572,1LI1,1
5795,NP_005138,Q96EY1,2CTT,NP_006588,P11142,3AGY,1
5796,NP_005515,Q14469,2MH3,NP_002157,Q02363,4AYA,1
5797,NP_005624,Q07889,1AWE,NP_002101,P08631,1AD5,1
5798,NP_937859,P14678,1D3B,NP_115580,Q9H1I8,2DI0,1
5799,NP_072046,Q9Y6K1,2QRV,NP_004447,Q15910,2C6V,1
5800,NP_006394,Q14511,2L81,NP_006144,P16333,2CI8,1
5801,NP_002725,P10644,5KJX,NP_002107,P04439,1AKJ,1
5802,NP_009177,O95198,2XN4,NP_067646,Q53G59,2VPJ,1
5803,NP_000884,P01042,1NY2,NP_003237,P07996,1LSL,1
5804,NP_003572,O43639,1U5S,NP_006171,Q16620,1HCF,1
5805,NP_004320,P36894,1ES7,NP_001709,P22004,2QCW,1
5806,NP_004765,Q15648,1RJK,NP_056953,P37231,1FM6,1
5807,NP_036564,Q15047,3DLM,NP_001003690,Q15013,2QYF,1
5808,NP_733832,Q9NS23,2KZU,NP_003835,O00220,5CIR,1
5809,NP_001420,Q09472,1L3E,NP_003191,P15923,1HLH,1
5810,NP_001027024,Q1MX18,3SF4,NP_037428,P81274,3SF4,1
5811,NP_002696,O60437,4Q28,NP_001979,Q92817,4QMD,1
5812,NP_036611,P61981,2B05,NP_079359,Q96F86,2VC8,1
5813,NP_001827,P23946,1KLT,NP_001946,P05305,1EDN,1
5814,NP_005018,O00459,2KT1,NP_004395,Q15019,2QA5,1
5815,NP_036234,Q9P2R6,2YQK,NP_066928,O15162,1Y2A,1
5816,NP_000116,P03372,1A52,NP_006163,P01160,1ANP,1
5817,NP_000032,P02649,1B68,NP_000475,P05067,1AAP,1
5818,NP_055040,P30153,1B3U,NP_037371,Q9Y5P8,4I5L,1
5819,NP_957718,O60462,2QQJ,NP_003864,O14786,1KEX,1
5820,NP_115521,Q8TB52,2YRE,NP_005891,Q15797,1KHU,1
5821,NP_057213,Q9BT78,4D0P,NP_003469,Q93034,3DPL,1
5822,NP_001602,P13686,1WAR,NP_004699,O14737,1YYB,1
5823,NP_001247,P30260,3T1N,NP_055700,Q9UM13,1JHJ,1
5824,NP_006100,O14744,4GQB,NP_001020272,P02686,1BX2,1
5825,NP_003063,P51532,2GRC,NP_001895,P35222,1G3J,1
5826,NP_001020276,P48729,5FQD,NP_002529,Q16625,1WPA,1
5827,NP_620637,P45983,1UKH,NP_002736,P28482,1PME,1
5828,NP_536859,P29350,1FPR,NP_000409,P24394,1IAR,1
5829,NP_004937,Q92608,2RQR,NP_932170,P20963,1TCE,1
5830,NP_001996,P07332,1WQU,NP_644805,P40763,5AX3,1
5831,NP_057044,Q9NTM9,3IWP,NP_116011,Q8TBB1,3B76,1
5832,NP_005906,Q14566,2KLQ,NP_683877,P25786,4R3O,1
5833,NP_006090,Q9Y6X2,4MVT,NP_644805,P40763,5AX3,1
5834,NP_006828,Q92905,4D10,NP_005169,P20749,1K1A,1
5835,NP_002736,P28482,1PME,NP_006645,Q8WU20,1XR0,1
5836,NP_002084,P49841,1GNG,NP_001034558,Q7KZI7,3IEC,1
5837,NP_000290,Q13835,1XM9,NP_003371,P08670,1GK4,1
5838,NP_003469,Q93034,3DPL,NP_065162,Q9HCE7,2LAZ,1
5839,NP_001220,P55211,1JXQ,NP_001739,P17655,1KFU,1
5840,NP_056990,Q9UPN9,3U5M,NP_056989,O15164,2YYN,1
5841,NP_055555,P38919,2HXY,NP_002361,P61326,1P27,1
5842,NP_005255,P56159,6Q2N,NP_000505,P39905,2V5E,1
5843,NP_003929,O14617,4AFI,NP_005629,P51809,2DMW,1
5844,NP_002829,P08575,1YGR,NP_002296,P09382,1GZW,1
5845,NP_000893,P08473,1DL9,NP_006163,P01160,1ANP,1
5846,NP_036433,Q86UL8,1UEP,NP_065744,Q8TD84,1VA9,1
5847,NP_941372,Q13905,5L23,NP_058431,P46108,1JU5,1
5848,NP_006697,O14776,2DK7,NP_002102,P42858,2D3X,1
5849,NP_001395,P26641,1PBU,NP_079120,Q9BW27,5A9Q,1
5850,NP_001757,P15813,1ZT4,NP_001020330,P04233,1A6A,1
5851,NP_002201,P06756,1JV2,NP_001035147,P10451,3CXD,1
5852,NP_001926,P27487,1J2E,NP_000013,P00813,1M7M,1
5853,NP_066928,O15162,1Y2A,NP_001003891,Q96RN5,2GUT,1
5854,NP_002894,P35243,2D8N,NP_005701,O60828,4BWQ,1
5855,NP_001886,P68400,1JWH,NP_006635,Q92598,6GFA,1
5856,NP_036541,Q9UKY0,1LG4,NP_002286,P08865,3BCH,1
5857,NP_000324,O15265,2KKR,NP_036539,Q9NRD5,2GZV,1
5858,NP_874369,Q92993,2EKO,NP_057033,Q7L5D6,6AU8,1
5859,NP_003811,Q92956,1JMA,NP_000586,P01374,1TNR,1
5860,NP_006615,Q15326,4NS5,NP_006302,O75376,2EQR,1
5861,NP_002816,P21246,2N6F,NP_068594,Q9HC16,2JYW,1
5862,NP_001012271,O15392,1E31,NP_203124,P55210,1F1J,1
5863,NP_001527,Q99873,6NT2,NP_001997,P09038,1BAS,1
5864,NP_612482,P08047,1SP1,NP_005350,Q13485,1DD1,1
5865,NP_000544,Q14191,2AXL,NP_001460,P12956,1JEQ,1
5866,NP_055195,Q00994,1SA6,NP_004286,Q9BUZ4,2EOD,1
5867,NP_001020537,P15692,1BJ1,NP_002244,P35968,1VR2,1
5868,NP_005484,Q96S59,5JI7,NP_000035,P10275,1E3G,1
5869,NP_073577,Q9H2X6,6P5S,NP_003780,Q15628,1F2H,1
5870,NP_055610,O60315,2DA7,NP_001319,Q13363,1MX3,1
5871,NP_000323,P54253,1OA8,NP_067646,Q53G59,2VPJ,1
5872,NP_378663,Q9Y297,1P22,NP_003583,Q13616,1LDJ,1
5873,NP_000792,P62942,1A7X,NP_000935,Q08209,1AUI,1
5874,NP_000030,P02647,1AV1,NP_005493,O95477,5XJY,1
5875,NP_055758,Q9Y6X8,2DMP,NP_055850,Q9H4I2,2DA5,1
5876,NP_057036,Q9H446,2EBM,NP_004138,Q9Y295,2EKI,1
5877,NP_783202,Q8N6T3,3DWD,NP_001649,P84077,1HUR,1
5878,NP_060231,Q9NPJ4,4B6H,NP_004442,P11474,1XB7,1
5879,NP_003875,Q92831,1CM0,NP_005528,Q9UK53,2QIC,1
5880,NP_038466,Q9UMX0,2JY5,NP_004949,P42345,1AUE,1
5881,NP_005408,P12931,1A07,NP_001078927,O60716,3L6X,1
5882,NP_005021,P53350,1Q4K,NP_004327,O43683,2LAH,1
5883,NP_001528,O75506,3CI9,NP_005517,Q00613,2LDU,1
5884,NP_005997,Q05516,1BUO,NP_057321,Q9UJX4,4UI9,1
5885,NP_036580,P51692,6MBW,NP_000154,P10912,1A22,1
5886,NP_001420,Q09472,1L3E,NP_002403,P16455,1EH6,1
5887,NP_006495,P23469,2JJD,NP_002028,P06241,1A0N,1
5888,NP_002680,Q14181,2KEB,NP_001070819,Q86U06,2CQ4,1
5889,NP_003336,P63279,1A3S,NP_008823,Q9UBC3,3FLG,1
5890,NP_055299,O95396,3I2V,NP_004522,O96007,4AP8,1
5891,NP_005949,P48039,6ME2,NP_006487,P08754,2IHB,1
5892,NP_005684,Q13133,1UHL,NP_061944,Q9NXR8,1X4I,1
5893,NP_065812,Q8N122,5H64,NP_004086,Q13541,1EJ4,1
5894,NP_001078927,O60716,3L6X,NP_068775,Q13002,3QXM,1
5895,NP_006275,Q12962,2F69,NP_003176,O00268,1H3O,1
5896,NP_005408,P12931,1A07,NP_005179,P22681,1B47,1
5897,NP_005154,P31749,1H10,NP_001420,Q09472,1L3E,1
5898,NP_003225,P02786,1CX8,NP_001054,P02787,1A8E,1
5899,NP_002040,P15976,6G0Q,NP_005565,P25791,2XJY,1
5900,NP_001887,P19784,3E3B,NP_003898,Q13144,3JUI,1
5901,NP_001777,P06493,1LC9,NP_000035,P10275,1E3G,1
5902,NP_001997,P09038,1BAS,NP_004577,P51812,4D9T,1
5903,NP_004872,Q53FA7,2J8Z,NP_777576,Q8IWV7,3NY1,1
5904,NP_065723,Q9HCY8,2M0R,NP_525127,Q96FQ6,2L50,1
5905,NP_066961,Q12933,1CA4,NP_005195,P41279,4Y83,1
5906,NP_002796,P62195,2KRK,NP_000367,P11473,1DB1,1
5907,NP_002520,P04629,1HE7,NP_002737,P27361,2ZOQ,1
5908,NP_003206,P42680,2LUL,NP_002218,P23458,3EYG,1
5909,NP_005179,P22681,1B47,NP_002244,P35968,1VR2,1
5910,NP_004569,P20338,1YU9,NP_006042,O95704,2DYQ,1
5911,NP_060921,Q9HC77,5EIB,NP_001061,P23258,1Z5V,1
5912,NP_002799,Q13200,5GJQ,NP_002794,P35998,5GJQ,1
5913,NP_001420,Q09472,1L3E,NP_005648,Q12888,1GZH,1
5914,NP_002498,P08138,2N80,NP_000577,P60568,1ILM,1
5915,NP_001355,Q15700,2BYG,NP_000611,P29475,4D1N,1
5916,NP_009225,P38398,1JM7,NP_036477,Q9UHK0,5L85,1
5917,NP_066956,Q05823,1WDY,NP_000035,P10275,1E3G,1
5918,NP_003734,Q15788,1FM6,NP_003144,P42226,1OJ5,1
5919,NP_000437,P27169,1V04,NP_000030,P02647,1AV1,1
5920,NP_066550,O60741,5U6O,NP_001185,Q9UL51,2MPF,1
5921,NP_000359,Q92574,4Z6Y,NP_003396,Q04917,2C63,1
5922,NP_002037,P04406,1U8F,NP_006507,P11166,1SUK,1
